abrogated	/ˈæbɹəɡˌeɪtɪd/	ipa
abrogating	/ˈæbɹəɡˌeɪtɪŋ/	ipa
abrogation	/ˌæbɹəɡˈeɪʃən/	ipa
abrupt	/ɐbɹˈʌpt/	ipa
abruption	/ɐbɹˈʌpʃən/	ipa
abruptly	/ɐbɹˈʌptli/	ipa
abruptness	/ɐbɹˈʌptnəs/	ipa
abs	/ˈæbz/	ipa
abscess	/ˈæbsɛs/	ipa
abscesses	/ˈæbsɛsɪz/	ipa
abscond	/ɐbskˈɒnd/	ipa
absconded	/ɐbskˈɒndɪd/	ipa
absconding	/ɐbskˈɒndɪŋ/	ipa
absconds	/ɐbskˈɒndz/	ipa
abseil	/ˈæbseɪl/	ipa
abseiled	/ˈæbseɪld/	ipa
abseiler	/ˈæbseɪlɐ/	ipa
abseiling	/ˈæbseɪlɪŋ/	ipa
abseils	/ˈæbseɪlz/	ipa
absence	/ˈæbsəns/	ipa
absences	/ˈæbsənsɪz/	ipa
absented	/æbsˈɛntɪd/	ipa
absentee	/ˌæbsəntˈiː/	ipa
absenteeism	/ˌæbsəntˈiːɪzəm/	ipa
absentees	/ˌæbsəntˈiːz/	ipa
absenting	/æbsˈɛntɪŋ/	ipa
absentminded	/ˌæbsəntmˈaɪndɪd/	ipa
absentmindedly	/ˌæbsəntmˈaɪndɪdli/	ipa
absinthe	/ˈæbsɪnθ/	ipa
absolute	/ˈæbsəlˌuːt/	ipa
absolutely	/ˌæbsəlˈuːtli/	ipa
absolutes	/ˈæbsəlˌuːts/	ipa
absolution	/ˌæbsəlˈuːʃən/	ipa
absolutism	/ˈæbsəlˌuːtɪzəm/	ipa
absolutist	/ˈæbsəlˌuːtɪst/	ipa
absolve	/ɐbsˈɒlv/	ipa
absolved	/ɐbsˈɒlvd/	ipa
absolves	/ɐbsˈɒlvz/	ipa
absolving	/ɐbsˈɒlvɪŋ/	ipa
absorbable	/ɐbsˈɔːbəbəl/	ipa
absorb	/ɐbsˈɔːb/	ipa
absorbed	/ɐbsˈɔːbd/	ipa
absorbency	/ɐbsˈɔːbənsi/	ipa
absorbent	/ɐbsˈɔːbənt/	ipa
absorber	/ɐbsˈɔːbɐ/	ipa
absorbers	/ɐbsˈɔːbəz/	ipa
absorbing	/ɐbsˈɔːbɪŋ/	ipa
absorbs	/ɐbsˈɔːbz/	ipa
absorption	/ɐbsˈɔːpʃən/	ipa
abstain	/ɐbstˈeɪn/	ipa
abstained	/ɐbstˈeɪnd/	ipa
abstainers	/ɐbstˈeɪnəz/	ipa
abstaining	/ɐbstˈeɪnɪŋ/	ipa
abstains	/ɐbstˈeɪnz/	ipa
abstemious	/ɐbstˈiːmiəs/	ipa
abstention	/ɐbstˈɛnʃən/	ipa
abstentions	/ɐbstˈɛnʃənz/	ipa
abstinence	/ˈæbstɪnəns/	ipa
abstinent	/ˈæbstɪnənt/	ipa
abstracted	/ɐbstɹˈæktɪd/	ipa
abstracting	/ɐbstɹˈæktɪŋ/	ipa
abstraction	/ɐbstɹˈækʃən/	ipa
abstractions	/ɐbstɹˈækʃənz/	ipa
abstractly	/ɐbstɹˈæktli/	ipa
abstruse	/ɐbstɹˈuːs/	ipa
absurd	/ɐbsˈɜːd/	ipa
absurdist	/ɐbsˈɜːdɪst/	ipa
absurdities	/ɐbsˈɜːdɪtiz/	ipa
absurdity	/ɐbsˈɜːdɪti/	ipa
absurdly	/ɐbsˈɜːdli/	ipa
abundance	/ɐbˈʌndəns/	ipa
abundances	/ɐbˈʌndənsɪz/	ipa
abundant	/ɐbˈʌndənt/	ipa
abundantly	/ɐbˈʌndəntli/	ipa
abused	/ɐbjˈuːsd/	ipa
abuser	/ɐbjˈuːsɐ/	ipa
abusers	/ɐbjˈuːsəz/	ipa
abusing	/ɐbjˈuːsɪŋ/	ipa
abusive	/ɐbjˈuːsɪv/	ipa
abusively	/ɐbjˈuːsɪvli/	ipa
abut	/ɐbˈʌt/	ipa
abutment	/ɐbˈʌtmənt/	ipa
abutments	/ɐbˈʌtmənts/	ipa
abuts	/ɐbˈʌts/	ipa
abutting	/ɐbˈʌtɪŋ/	ipa
abuzz	/ɐbˈʌz/	ipa
aby	/ɐbˈaɪ/	ipa
abysmal	/ɐbˈɪsməl/	ipa
abysmally	/ɐbˈɪsməli/	ipa
abyssal	/ɐbˈɪsəl/	ipa
abyss	/ɐbˈɪs/	ipa
abysses	/ɐbˈɪsɪz/	ipa
acacia	/ɐkˈeɪʃɐ/	ipa
acacias	/ɐkˈeɪʃəz/	ipa
academe	/ɐkˈædəmˌi/	ipa
academia	/ˌækədˈiːmiə/	ipa
academic	/ˌækədˈɛmɪk/	ipa
academical	/ˌækədˈɛmɪkəl/	ipa
academically	/ˌækədˈɛmɪkli/	ipa
academician	/ˌækədɪmˈɪʃən/	ipa
academicians	/ˌækədɪmˈɪʃənz/	ipa
academics	/ˌækədˈɛmɪks/	ipa
academies	/ɐkˈædəmɪz/	ipa
academy	/ɐkˈædəmi/	ipa
acanthus	/ɐkˈɑːnθəs/	ipa
acceded	/ɐksˈiːdɪd/	ipa
accede	/ɐksˈiːd/	ipa
acceding	/ɐksˈiːdɪŋ/	ipa
accelerando	/ɐksˌɛləɹˈændəʊ/	ipa
accelerant	/ɐksˈɛləɹənt/	ipa
accelerated	/ɐksˈɛləɹˌeɪtɪd/	ipa
accelerate	/ɐksˈɛləɹˌeɪt/	ipa
accelerates	/ɐksˈɛləɹˌeɪts/	ipa
accelerating	/ɐksˈɛləɹˌeɪtɪŋ/	ipa
acceleration	/ɐksˌɛləɹˈeɪʃən/	ipa
accelerations	/ɐksˌɛləɹˈeɪʃənz/	ipa
accelerator	/ɐksˈɛləɹˌeɪtɐ/	ipa
accelerators	/ɐksˈɛləɹˌeɪtəz/	ipa
accelerometer	/ɐksˌɛləɹˈɒmɪtɐ/	ipa
accelerometers	/ɐksˌɛləɹˈɒmɪtəz/	ipa
accented	/ˈæksəntɪd/	ipa
accentuate	/æksˈɛntʃuːˌeɪt/	ipa
accentuated	/æksˈɛntʃuːˌeɪtɪd/	ipa
accentuates	/æksˈɛntʃuːˌeɪts/	ipa
accentuating	/æksˈɛntʃuːˌeɪtɪŋ/	ipa
acceptability	/ɐksˌɛptəbˈɪlɪti/	ipa
acceptable	/ɐksˈɛptəbəl/	ipa
acceptably	/ɐksˈɛptəbli/	ipa
acceptance	/ɐksˈɛptəns/	ipa
acceptances	/ɐksˈɛptənsɪz/	ipa
acceptation	/ɐksɪptˈeɪʃən/	ipa
accepted	/ɐksˈɛptɪd/	ipa
accepting	/ɐksˈɛptɪŋ/	ipa
accept	/ɐksˈɛpt/	ipa
accepts	/ɐksˈɛpts/	ipa
access	/ˈæksɛs/	ipa
accessed	/ˈæksɛst/	ipa
accesses	/ˈæksɛsɪz/	ipa
accessibility	/ɐksˌɛsəbˈɪlɪti/	ipa
accessible	/ɐksˈɛsəbəl/	ipa
accessibly	/ɐksˈɛsəbli/	ipa
accessing	/ˈæksɛsɪŋ/	ipa
accession	/ɐksˈɛʃən/	ipa
accessories	/ɐksˈɛsəɹˌiz/	ipa
accessorised	/ɐksˈɛsɔːɹˌaɪzd/	ipa
accessorise	/ɐksˈɛsɔːɹˌaɪz/	ipa
accessorising	/ɐksˈɛsɔːɹˌaɪzɪŋ/	ipa
accessory	/ɐksˈɛsəɹˌi/	ipa
accident	/ˈæksɪdənt/	ipa
accidental	/ˌæksɪdˈɛntəl/	ipa
accidentally	/ˌæksɪdˈɛntəli/	ipa
accidently	/ˈæksɪdəntli/	ipa
accidents	/ˈæksɪdənts/	ipa
accidie	/ˈæksɪdi/	ipa
acclaimed	/ɐklˈeɪmd/	ipa
acclaiming	/ɐklˈeɪmɪŋ/	ipa
acclaim	/ɐklˈeɪm/	ipa
acclaims	/ɐklˈeɪmz/	ipa
acclamation	/ɐklɐmˈeɪʃən/	ipa
acclimated	/ɐklˈaɪmətɪd/	ipa
acclimate	/ɐklˈaɪmət/	ipa
acclimatisation	/ɐklˌaɪmɐtaɪzˈeɪʃən/	ipa
acclimatised	/ɐklˈaɪmɐtˌaɪzd/	ipa
acclimatise	/ɐklˈaɪmɐtˌaɪz/	ipa
acclimatising	/ɐklˈaɪmɐtˌaɪzɪŋ/	ipa
accolade	/ˈækəlˌeɪd/	ipa
accolades	/ˈækəlˌeɪdz/	ipa
accommodated	/ɐkˈɒmədˌeɪtɪd/	ipa
accommodate	/ɐkˈɒmədˌeɪt/	ipa
accommodates	/ɐkˈɒmədˌeɪts/	ipa
accommodating	/ɐkˈɒmədˌeɪtɪŋ/	ipa
accommodation	/ɐkˌɒmədˈeɪʃən/	ipa
accommodations	/ɐkˌɒmədˈeɪʃənz/	ipa
accompanied	/ɐkˈʌmpənɪd/	ipa
accompanies	/ɐkˈʌmpənɪz/	ipa
accompaniment	/ɐkˈʌmpɐnˌɪmənt/	ipa
accompaniments	/ɐkˈʌmpɐnˌɪmənts/	ipa
accompanist	/ɐkˈʌmpɐnˌɪst/	ipa
accompanists	/ɐkˈʌmpɐnˌɪsts/	ipa
accompanying	/ɐkˈʌmpənɪɪŋ/	ipa
accompany	/ɐkˈʌmpəni/	ipa
accomplice	/ɐkˈɒmplɪs/	ipa
accomplices	/ɐkˈɒmplɪsɪz/	ipa
accomplished	/ɐkˈɒmplɪʃt/	ipa
accomplishes	/ɐkˈɒmplɪʃɪz/	ipa
accomplishing	/ɐkˈɒmplɪʃɪŋ/	ipa
accomplish	/ɐkˈɒmplɪʃ/	ipa
accomplishment	/ɐkˈɒmplɪʃmənt/	ipa
accomplishments	/ɐkˈɒmplɪʃmənts/	ipa
accordance	/ɐkˈɔːdəns/	ipa
accordant	/ɐkˈɔːdənt/	ipa
accorded	/ɐkˈɔːdɪd/	ipa
according	/ɐkˈɔːdɪŋ/	ipa
accordingly	/ɐkˈɔːdɪŋli/	ipa
accordionist	/ɐkˈɔːdɪənˌɪst/	ipa
accordionists	/ɐkˈɔːdɪənˌɪsts/	ipa
accordion	/ɐkˈɔːdiən/	ipa
accordions	/ɐkˈɔːdiənz/	ipa
accord	/ɐkˈɔːd/	ipa
accords	/ɐkˈɔːdz/	ipa
accosted	/ɐkˈɒstɪd/	ipa
accosting	/ɐkˈɒstɪŋ/	ipa
accost	/ɐkˈɒst/	ipa
accosts	/ɐkˈɒsts/	ipa
accountability	/ɐkˌaʊntəbˈɪlɪti/	ipa
accountable	/ɐkˈaʊntəbəl/	ipa
accountancy	/ɐkˈaʊntənsi/	ipa
accountant	/ɐkˈaʊntənt/	ipa
accountants	/ɐkˈaʊntənts/	ipa
accounted	/ɐkˈaʊntɪd/	ipa
accounting	/ɐkˈaʊntɪŋ/	ipa
account	/ɐkˈaʊnt/	ipa
accounts	/ɐkˈaʊnts/	ipa
accoutred	/ɐkˈuːtɹəd/	ipa
accoutrement	/ɐkˈuːtɹɪmənt/	ipa
accoutrements	/ɐkˈuːtɹɪmənts/	ipa
accreditation	/ɐkɹˌɛdɪtˈeɪʃən/	ipa
accredited	/ɐkɹˈɛdɪtɪd/	ipa
accredits	/ɐkɹˈɛdɪts/	ipa
accreted	/ɐkɹˈiːtɪd/	ipa
accrete	/ɐkɹˈiːt/	ipa
accretion	/ɐkɹˈɛʃən/	ipa
accretions	/ɐkɹˈɛʃənz/	ipa
accrual	/ɐkɹˈuːəl/	ipa
accrued	/ɐkɹˈuːd/	ipa
accrue	/ɐkɹˈuː/	ipa
accrues	/ɐkɹˈuːz/	ipa
accruing	/ɐkɹˈuːɪŋ/	ipa
acculturated	/ɐkˈʌltʃəɹˌeɪtɪd/	ipa
accumulated	/ɐkjˈuːmjʊlˌeɪtɪd/	ipa
accumulate	/ɐkjˈuːmjʊlˌeɪt/	ipa
accumulates	/ɐkjˈuːmjʊlˌeɪts/	ipa
accumulating	/ɐkjˈuːmjʊlˌeɪtɪŋ/	ipa
accumulation	/ɐkjˌuːmjʊlˈeɪʃən/	ipa
accumulations	/ɐkjˌuːmjʊlˈeɪʃənz/	ipa
accumulative	/ɐkjˈuːmjʊlətˌɪv/	ipa
accumulator	/ɐkjˈuːmjʊlˌeɪtɐ/	ipa
accumulators	/ɐkjˈuːmjʊlˌeɪtəz/	ipa
accuracy	/ˈækjʊɹəsi/	ipa
accurate	/ˈækjʊɹət/	ipa
accurately	/ˈækjʊɹətli/	ipa
accursed	/ɐkˈɜːsɪd/	ipa
accusation	/ˌækjuːzˈeɪʃən/	ipa
accusations	/ˌækjuːzˈeɪʃənz/	ipa
accusative	/ɐkjˈuːzətˌɪv/	ipa
accusatory	/ɐkjˈuːzətəɹˌi/	ipa
accused	/ɐkjˈuːzd/	ipa
accuse	/ɐkjˈuːz/	ipa
accuser	/ɐkjˈuːzɐ/	ipa
accusers	/ɐkjˈuːzəz/	ipa
accuses	/ɐkjˈuːzɪz/	ipa
accusing	/ɐkjˈuːzɪŋ/	ipa
accusingly	/ɐkjˈuːzɪŋli/	ipa
accustomed	/ɐkˈʌstəmd/	ipa
accustom	/ɐkˈʌstəm/	ipa
aced	/ˈeɪst/	ipa
ace	/ˈeɪs/	ipa
acerbic	/ɐsˈɜːbɪk/	ipa
aces	/ˈeɪsɪz/	ipa
acetate	/ˈæsɪtˌeɪt/	ipa
acetates	/ˈæsɪtˌeɪts/	ipa
acetic	/ɐsˈiːtɪk/	ipa
acetone	/ˈæsɪtˌəʊn/	ipa
acetyl	/ˈæsɪtˌaɪl/	ipa
acetylene	/ɐsˈɛtəlˌiːn/	ipa
ached	/ˈeɪkt/	ipa
aches	/ˈeɪkz/	ipa
achievable	/ɐtʃˈiːvəbəl/	ipa
achieved	/ɐtʃˈiːvd/	ipa
achievements	/ɐtʃˈiːvmənts/	ipa
achievement	/ɐtʃˈiːvmənt/	ipa
achievers	/ɐtʃˈiːvəz/	ipa
achiever	/ɐtʃˈiːvɐ/	ipa
achieves	/ɐtʃˈiːvz/	ipa
achieve	/ɐtʃˈiːv/	ipa
achieving	/ɐtʃˈiːvɪŋ/	ipa
aching	/ˈeɪkɪŋ/	ipa
achingly	/ɐtʃɪŋlˈi/	ipa
achoo	/ɐtʃˈuː/	ipa
achy	/ˈeɪki/	ipa
acid	/ˈæsɪd/	ipa
acidic	/ɐsˈɪdɪk/	ipa
acidification	/ɐsˌɪdɪfɪkˈeɪʃən/	ipa
acidified	/ɐsˈɪdɪfˌaɪd/	ipa
acidifying	/ɐsˈɪdɪfˌaɪɪŋ/	ipa
acidify	/ɐsˈɪdɪfˌaɪ/	ipa
acidity	/æsˈɪdɪti/	ipa
acidosis	/ɐsɪdˈəʊsɪs/	ipa
acidotic	/ɐsɪdˈɒtɪk/	ipa
acids	/ˈæsɪdz/	ipa
acidulated	/ɐsˈɪdjʊlˌeɪtɪd/	ipa
acing	/ˈeɪsɪŋ/	ipa
acknowledged	/ɐknˈɒlɪdʒd/	ipa
acknowledge	/ɐknˈɒlɪdʒ/	ipa
acknowledgement	/ɐknˈɒlɪdʒmənt/	ipa
acknowledgements	/ɐknˈɒlɪdʒmənts/	ipa
acknowledges	/ɐknˈɒlɪdʒɪz/	ipa
acknowledging	/ɐknˈɒlɪdʒɪŋ/	ipa
acknowledgment	/ɐknˈɒlɪdʒmənt/	ipa
acknowledgments	/ɐknˈɒlɪdʒmənts/	ipa
acme	/ˈækmi/	ipa
acne	/ˈækni/	ipa
acolyte	/ˈækəlˌaɪt/	ipa
acolytes	/ˈækəlˌaɪts/	ipa
aconite	/ˈækənˌaɪt/	ipa
aconites	/ˈækənˌaɪts/	ipa
acorn	/ˈeɪkɔːn/	ipa
acorns	/ˈeɪkɔːnz/	ipa
acoustical	/ɐkˈuːstɪkəl/	ipa
acoustically	/ɐkˈuːstɪkli/	ipa
acoustician	/ɐkuːstˈɪʃən/	ipa
acousticians	/ɐkuːstˈɪʃənz/	ipa
acoustic	/ɐkˈuːstɪk/	ipa
acoustics	/ɐkˈuːstɪks/	ipa
acquaintance	/ɐkwˈeɪntəns/	ipa
acquaintanceship	/ɐkwˈeɪntənsʃˌɪp/	ipa
acquaintances	/ɐkwˈeɪntənsɪz/	ipa
acquainted	/ɐkwˈeɪntɪd/	ipa
acquainting	/ɐkwˈeɪntɪŋ/	ipa
acquaint	/ɐkwˈeɪnt/	ipa
acquiesce	/ˌækwɪˈɛs/	ipa
acquiesced	/ˌækwɪˈɛst/	ipa
acquiescence	/ˌækwɪˈɛsəns/	ipa
acquiescent	/ˌækwɪˈɛsənt/	ipa
acquiesces	/ˌækwɪˈɛsɪz/	ipa
acquiescing	/ˌækwɪˈɛsɪŋ/	ipa
acquired	/ɐkwˈaɪəd/	ipa
acquire	/ɐkwˈaɪə/	ipa
acquirer	/ɐkwˈaɪəɹɐ/	ipa
acquires	/ɐkwˈaɪəz/	ipa
acquiring	/ɐkwˈaɪəɹɪŋ/	ipa
acquisition	/ɐkwɪsˈɪʃən/	ipa
acquisitions	/ɐkwɪsˈɪʃənz/	ipa
acquisitive	/ɐkwˈɪzɪtˌɪv/	ipa
acquit	/ɐkwˈɪt/	ipa
acquits	/ɐkwˈɪts/	ipa
acquittal	/ɐkwˈɪtəl/	ipa
acquittals	/ɐkwˈɪtəlz/	ipa
acquitted	/ɐkwˈɪtɪd/	ipa
acquitting	/ɐkwˈɪtɪŋ/	ipa
acreage	/ˈeɪkəɹɪdʒ/	ipa
acreages	/ˈeɪkəɹɪdʒɪz/	ipa
acred	/ˈeɪkəd/	ipa
acres	/ˈeɪkəz/	ipa
acrid	/ˈækɹɪd/	ipa
acrimonious	/ˌækɹɪmˈəʊnɪəs/	ipa
acrimoniously	/ˌækɹɪmˈəʊnɪəsli/	ipa
acrimony	/ˈækɹɪməni/	ipa
acrobat	/ˈækɹəbˌæt/	ipa
acrobatic	/ˌækɹəbˈætɪk/	ipa
acrobatically	/ˌækɹəbˈætɪkli/	ipa
acrobatics	/ˌækɹəbˈætɪks/	ipa
acrobats	/ˈækɹəbˌæts/	ipa
acromegaly	/ˈækɹəʊmɡəli/	ipa
acromion	/ækɹˈəʊmiən/	ipa
acronym	/ˈækɹənˌɪm/	ipa
acronyms	/ˈækɹənˌɪmz/	ipa
acrophobia	/ˌækɹəfˈəʊbiə/	ipa
acropolis	/ækɹˈɒpəlˌiz/	ipa
across	/əkɹˈɒs/	ipa
acrostics	/ækɹˈɒstɪks/	ipa
acrylic	/ɐkɹˈɪlɪk/	ipa
acrylics	/ɐkɹˈɪlɪks/	ipa
act	/ˈækt/	ipa
acted	/ˈæktɪd/	ipa
actin	/ˈæktɪn/	ipa
acting	/ˈæktɪŋ/	ipa
actinic	/æktˈɪnɪk/	ipa
actinide	/ˈæktɪnˌaɪd/	ipa
actinium	/æktˈɪniəm/	ipa
actionable	/ˈækʃənəbəl/	ipa
action	/ˈækʃən/	ipa
actions	/ˈækʃənz/	ipa
activate	/ˈæktɪvˌeɪt/	ipa
activated	/ˈæktɪvˌeɪtɪd/	ipa
activates	/ˈæktɪvˌeɪts/	ipa
activating	/ˈæktɪvˌeɪtɪŋ/	ipa
activation	/ˌæktɪvˈeɪʃən/	ipa
activations	/ˌæktɪvˈeɪʃənz/	ipa
activator	/ˈæktɪvˌeɪtɐ/	ipa
active	/ˈæktɪv/	ipa
actively	/ˈæktɪvli/	ipa
actives	/ˈæktɪvz/	ipa
activism	/ˈæktɪvˌɪzəm/	ipa
activist	/ˈæktɪvˌɪst/	ipa
activists	/ˈæktɪvˌɪsts/	ipa
activities	/æktˈɪvɪtiz/	ipa
activity	/æktˈɪvɪti/	ipa
actor	/ˈæktɐ/	ipa
actors	/ˈæktəz/	ipa
actress	/ˈæktɹəs/	ipa
actresses	/ˈæktɹəsɪz/	ipa
acts	/ˈækts/	ipa
actual	/ˈæktʃuːəl/	ipa
actualisation	/ˌæktʃuːəlaɪzˈeɪʃən/	ipa
actualise	/ˈæktʃuːəlˌaɪz/	ipa
actualised	/ˈæktʃuːəlˌaɪzd/	ipa
actualities	/ˌæktʃuːˈælɪtiz/	ipa
actuality	/ˌæktʃuːˈælɪti/	ipa
actually	/ˈæktʃuːəli/	ipa
actuarial	/ˌæktʃuːˈeəɹɪəl/	ipa
actuarially	/ˌæktʃuːˈeəɹɪəli/	ipa
actuaries	/ˈæktʃuːəɹiz/	ipa
actuary	/ˈæktʃuːəɹi/	ipa
actuated	/ˈæktʃuːˌeɪtɪd/	ipa
actuator	/ˈæktʃuːˌeɪtɐ/	ipa
actuators	/ˈæktʃuːˌeɪtəz/	ipa
acuity	/ɐkjˈuːɪti/	ipa
